actor_name,actor_score
Noel Fisher,112845192
Brenda Fricker,1569918
Terry O'Neill,51317350
Frank Langella,23896987
Angeliki Papoulia,110197
Tom Noonan,16373613
Rachel Brosnahan,42638165
Kieran Culkin,37467413
Donna Murphy,100824234
Griffin Kane,75638743
Louis Jourdan,67900000
Rene Rosado,178739
Embeth Davidtz,40874295
Richard Roundtree,10965209
John Gatins,18438149
Russell Tovey,16878892
R. Brandon Johnson,25918
Jack O'Connell,46672076
Sarunyu Wongkrachang,278155
Peter Fonda,59497849
Matt Smith,50319663
Paul Kaye,120620
Melina Kanakaredes,33328051
Fisher Stevens,9688844
Chita Rivera,170684505
Jamey Sheridan,44988180
Marina Hands,3432342
Gary Cole,68322565
David Oyelowo,57751421
Christine Cavanaugh,83545841
Michael Berryman,28708208
Clayne Crawford,10166502
James Fleet,52700832
Anna Nakagawa,94596
Ritchie Coster,50189179
Tia Carrere,70666389
O.J. Simpson,86930411
Henry Ian Cusick,21877807
Fedja van Huêt,713413
Chris Penn,28493682
Tracy Morgan,40277573
Edgar Tancangco,70071
Christina Vidal,4771000
Sophia Myles,91499754
James Fox,6940281
Bill Martone,203134
David Alan Basche,31471430
Ariel Gade,12181484
Devid Striesow,59774
Leehom Wang,50000
Drew Waters,1432758
Chris Mulkey,48893221
Ruth Negga,46978995
Eddie Spears,13134
Blair Brown,36279230
Odeya Rush,70632310
Clifton Powell,4383328
Leigh Whannell,67887667
Alison Brie,92348997
Christopher Nicholas Smith,60772308
Minnie Driver,35691036
Juliet Stevenson,7739049
Ara Celi,130058047
Clint Howard,78357705
T.C. Stallings,34522221
Chiaki Kuriyama,70098138
J.J. Abrams,638476
Fabrice Luchini,634277
David Belle,11864742
Merab Ninidze,6173485
Tom Ardavany,536767
Rorke Denver,70011073
Cara Delevingne,34221129
Arjun Rampal,1165104
Sarah Wright,12856131
Aaron Ashmore,54734
Peter Vaughan,22954968
Ricky Schroder,18434487
Kathryn Morris,3169424
Jacky Ido,14291570
Charles Linton,7002255
Sarah Michelle Gellar,61755345
Alex McArthur,76081498
David Kelly,28785690
Debra Monk,70960517
Martin Dew,8093318
Jeremy Kemp,5000000
Esai Morales,19284769
Rick Gomez,4930798
Sharon Leal,17382982
Skye McCole Bartusiak,46363118
James Frain,66695339
James Wilcox,70037105
Gregory Itzin,16252765
Melvin Van Peebles,15180000
Zach Mills,126975169
Bjørn Sundquist,41709
Mick Lally,686383
Amir Farrokh Hashemian,925402
Prateik,563699
Henry Silva,4316944
Nacho Vigalondo,38108
Ahmet Ertegun,144431
Michael Irby,53957533
William Miller,169379
Fares Fares,697502
Erika Christensen,41834797
Judy Davis,13438221
Marilyn Burns,30859000
Lucille La Verne,184925485
Katherine LaNasa,43540135
Fereshteh Sadre Orafaiy,673780
Judie Aronson,32600000
Jimi Hendrix,13300000
Edgar Arreola,44763735
Stanley B. Herman,3216970
Dougray Scott,69423735
James Ransone,22616741
Melanie Kinnaman,21300000
Todd Giebenhain,5660084
Armin Rohde,7267324
John Saxon,44793200
Matt Servitto,220914
Salvator Xuereb,418953
Chris Zylka,140445533
Jessica Simpson,54352816
Jennifer Butler,1889522
Roscoe Lee Browne,58225795
Scatman Crothers,112000000
Madeline Carroll,26486872
Haluk Bilginer,3093491
Carolyn Hennesy,150350192
Justin Kirk,11575
Bill Nunn,19943485
Frank Finlay,16294452
Marama Corlett,143653
Bebe Neuwirth,8986802
Steve Bannos,169076745
Joe McQueen,52850
Michael Gough,158487347
Kieu Chinh,638951
Marc Donato,16346122
Samantha Ivers,3148482
Hugh Ducklow,4914
Bill Cobbs,39478918
Elodie Yung,122512052
Dirk Bogarde,50800000
Robert Prosky,39025000
Renee Leblanc,592014
Chris Noth,37832111
Jennifer Ehle,66248308
Adam Ratcliffe,444044
Patrick Gallagher,71502303
Charlie Hunnam,40799924
Gloria Foster,85697845
Vincent Pastore,19450801
Levon Helm,28415075
Curtiss Cook,21777227
Celina Beach,38509342
Dell Yount,21973182
Lela Rochon,10076136
Kevin Connolly,26947314
Petchtai Wongkamlao,102055
Jay Laga'aia,29975979
Bruce Thomas,34566746
Emraan Hashmi,49000
Bruce Payne,10494494
Clemens Schick,25708521
Ashley Scott,20782174
Cherami Leigh,35688
Shane Rangi,198046734
Stephen Colbert,198332128
Jeff Anderson,17301947
Piper Mackenzie Harris,119420252
Charis Michelsen,203134
Vlad Ivanov,1185783
David Kross,26639474
Eric Lloyd,142029605
Preity Zinta,3098590
Dato Bakhtadze,21426805
Jon Heder,59852915
Harry Lennix,68402277
Brian Herzlinger,85222
Max Adler,1332
Wilson Cruz,14218868
Andrea Frankle,25117498
Jarrod Bunch,34074895
Darcy Donavan,84136909
Greta Gerwig,1327862
Ben Stein,17010646
Quvenzhané Wallis,51787843
Martin Semmelrogge,11433134
Austin O'Brien,32101000
Kate del Castillo,21782314
Lucy,556147
Elizabeth Blackmore,54239856
Bernardo Saracino,46875468
Nelson Ascencio,37371385
Tamannaah Bhatia,6498000
Catherine McCormack,7803537
Rosanna Arquette,9244152
Tom Hamann,287761
Cornel Wilde,36000000
Fred Ward,40552199
Tracie Thoms,66468315
Cinda McCain,10122966
Peter Breck,39552600
Kerr Smith,30028792
Eva LaRue,800000
Barry Shabaka Henley,57352314
Nathalie Fay,1768416
Irene Papas,25528495
Terry,22202612
LeVar Burton,70226836
Stefan Kapicic,363024263
Jason Beghe,26876529
Grace Gummer,4063238
Tracey Walter,9244025
Domenick Lombardozzi,30212620
Portia Doubleday,36148371
Nancy Travis,4357000
Andre Braugher,73391322
Paulette Goddard,163245
Laura Flanders,21199
Swoosie Kurtz,28506025
Erin Daniels,12583510
Mo Gallini,127083765
Matt Lucas,169076745
Erica Leerhsen,26421314
Woo-hee Chun,770629
Valerie Perri,28535768
Sean Harris,107761486
Justine Waddell,978908
Rick Macy,798341
Rosa Salazar,81687587
Hans Matheson,2209479
Dan Futterman,3500711
Neil Diamond,19351569
Mike Doyle,17848322
Shaun Weiss,41802988
Karl Johnson,3958500
Frances Bay,19314747
Jaycee Chan,127437
David Richmond-Peck,1506998
Stanley Blystone,163245
Michael Beck,5333658
James Shigeta,447750
Jill Talley,59889948
Fabian Bolin,188870
Gemma Chan,50549107
Philip Friedman,53991137
Mary Kay Place,87128330
Johnny Whitworth,108662
Demián Bichir,53977220
Long Nguyen,638951
Jess Weixler,347578
Snoop Dogg,61647000
Christine Lakin,25677801
Allison Tolman,43771291
Bart the Bear,27779888
Cathryn de Prume,10070000
Jeffrey Weissman,103083314
Thomas F. Wilson,70046378
Lambert Wilson,2010735
Angelo Rossitto,36200000
Louise Lasser,3609278
Nicollette Sheridan,26906039
Dick Van Patten,38119483
Gloria Sandoval,32453345
Daniel Roebuck,52051108
Jeremy Brett,72000000
Bernie Sanders,14359793
Santiago Cabrera,5669081
Todd Susman,3273588
Vanessa Ferlito,67909635
Laird John Hamilton,2276368
Rex Linn,34238611
June Lockhart,69102910
Yayaying Rhatha Phongam,778565
Marco St. John,1183354
Lee J. Cobb,204565000
Derek Jeter,119219978
Dylan Walsh,64347608
Michael Papajohn,44021092
Jennifer Lafleur,140016
Anjelica Huston,43162387
Fernando Cayo,7159147
Anthony LaPaglia,37876761
Ronnie Lazaro,183490
Osama bin Laden,119078393
Paul Michael Glaser,50000000
Albert Finney,147899567
Gerald McRaney,40304099
Mandy Gonzalez,18600911
Nataliya Vdovina,502028
Ryan Reynolds,74597637
Kevin Dillon,105493301
Nicholas Lea,68473360
Jonah Bobo,15486052
Derek Graf,75590286
Austin Lyon,1477002
Burgess Meredith,117235247
Daryn Tufts,1250798
Lynn Whitfield,23443551
Shari Albert,10246600
Bill Paterson,2975649
Bella Thorne,58283414
Ti West,342936
Shirley Knight,85841003
John D'Leo,26236603
Holmes Osborne,22844367
Hope Davis,21320627
Emma Bell,22765378
Samantha Morton,11252326
Charlotte Le Bon,54235441
Mathieu Kassovitz,12798618
Brad William Henke,6527847
Aasheekaa Bathija,227241
Sara Gilbert,99147
Ashley Palmer,107917283
Ranbir Kapoor,3827466
Danny Webb,6351681
Nick Robinson,34912982
Tim DeKay,552590
Bonnie Henna,4291965
Holly Hunter,36236569
Billy Burke,40422869
Tod Fennell,71148699
Heather Locklear,25706072
Ben Miles,38105077
Rick Fox,17474107
Julian Kostov,62401264
Adel Karam,1060591
Mia Sara,44450000
Adam Arkin,16845014
Akima,10508
Kathryn Erbe,464655
André Ramiro,8060
James Gammon,31978851
Kimberly Beck,32600000
Victor Wong,28583825
Steve Bastoni,104694067
Gretchen Palmer,92823600
Marc Singer,869325
Richard Anderson,14500000
Elijah Kelley,118823091
Robert Pine,48561305
Mike Starr,45912802
Ryan Gosling,29941784
Michael Lerner,18425633
Ayla Kell,12610552
Dian Bachar,582024
Shane Hartline,38509342
Josh Gad,110481217
Adam Garcia,60786269
Rob Morrow,14060950
Michael Hitchcock,25335935
Lee Armstrong,169719
Dorian Missick,55391648
Tate Donovan,70617482
Vic Aviles,872643
Harry Connick Jr.,40807603
Ian Richardson,21415687
Elisa Donovan,56631572
Joe Cole,3219029
Michael Gaston,27617715
Anne Archer,48509026
Siu-Wong Fan,129115
Tammy Blanchard,5178013
Peter Graves,83400000
Hal Holbrook,43528356
Ben Crompton,1494654
Dinesh D'Souza,33349949
Chatchai Plengpanich,454255
Andy Davoli,333976
Donald Sumpter,33565375
Taylor Handley,1066555
Isiah Thomas,7830611
Kaitlyn Dever,37304950
Sam Anderson,329691196
Scott Patterson,56729973
Matisyahu,215185
Robert Clohessy,22429419
Joey Fatone,59573085
Paolo Montalban,10166502
James Badge Dale,28411361
Rosie Perez,47817531
Richard Tyson,78589348
Damon Wayans,1646664
Klaus Maria Brandauer,34793160
Dominik García-Lorido,6670712
Anna Kendrick,89914436
Justin Pierce,7417210
Matt Stone,582024
Alex Karpovsky,13214255
Eliza Coupe,6280342
Nina Hartley,26384919
Damian Jewan Lee,241816
James Lipton,114053579
Jesse L. Martin,29998857
Mike Birbiglia,1573712
David Gallagher,52506879
Jessica Collins,20389967
Jimmy Fallon,16035711
Kane Hodder,15514944
Kyle Hebert,4091
George T. Odom,2712293
Zoë Kravitz,47147741
Klaus Kinski,111722000
Brooklynn Proulx,63411478
Juan Riedinger,79363785
Andy Richter,115921019
Cynthia Nixon,16671505
Keith Hudson,37339525
Temuera Morrison,37866189
David Backus,5660084
Evan McGuire,686383
Michael Palin,30011762
Antonio de la Torre,12899702
Stephen Baldwin,43550849
Chris Gauthier,23670814
Catherine Dent,27338033
Mark Webber,13750808
Harold Perrineau,43766784
Leonor Varela,1085589
Tom Sizemore,17473245
Thomas Middleditch,86897182
Chrystale Wilson,23031390
Matt Craven,30736920
Colin O'Donoghue,33037754
Michael Chernus,53971030
Gregory Smith,13502436
Roxanne McKee,18821279
Christopher Evan Welch,16124911
Megan Charpentier,71588220
Christopher Lambert,25919828
Vladimir Garin,502028
Gary Lockwood,56715371
Chelsea Bond,24430272
Gen Seto,26583369
Kabir Bedi,34751233
Ryan Corr,40706357
Bárbara Mori,1602466
Shailene Woodley,71448589
Mila Kunis,90437495
Charles Napier,35967974
Brenda Blethyn,20383793
Connie Nielsen,53096073
Paulina Gerzon,31973840
Carroll Baker,8000000
Anwar Congo,484221
Nick Chinlund,31928676
Bruce Greenwood,63948663
John Bailey,36830
Jason Marsden,594904
Sarah Silverman,73183236
Chad L. Coleman,98780042
Michelle Hurst,198407
Simon Merrells,61937495
Lynda Boyd,8535575
Rip Torn,49217827
Tabu,69272941
Jacob Hopkins,29136626
Reese Mishler,22757819
Amy Hill,4613815
Sina Amedson,439958
Toby Huss,5484375
Rüdiger Vogler,5725
Erik Estrada,21005329
Kevin Dunn,117700976
Bill Clinton,13824089
Maury Chaykin,45123330
Pat Buchanan,23807
Emily Rios,1689999
Stephanie Danielson,163591
Hector Kotsifakis,100412
Richard Briers,4414535
Charles Baker,1330827
Cecelia Antoinette,98017
Wayne Brady,7009668
Jaqueline Fleming,90356857
Matthew Borlenghi,22168359
Lorraine Bracco,26532398
Ariana Neal,16097842
Sarah Solemani,11034436
Marilyn Manson,296665
Elaine Stritch,58892929
David Ogden Stiers,79665133
Rick Worthy,40048332
Johnnie Walker,3000000
Jake Sandvig,52850
Charlize Theron,48587550
Cassidy Gifford,22757819
Sean Buchanan,85433
Saad Siddiqui,4063
Tyrone Giordano,13948771
Aimee Garcia,10990300
Atom Egoyan,7501404
Miriam Colon,13269963
Frank Grillo,41325578
Enzo Petito,6100000
Leopold Stokowski,76400000
Paul Brooke,14131298
Stafford Douglas,316842
Martin Landau,29184238
Dallas Barnett,12495865
Eva Carrozza,8044906
Ryan Guzman,35221446
Kelly Clarkson,4922166
Peter Gerety,24251698
Stephane Gauger,124494
Jean Louisa Kelly,82528097
Robert Peters,1754319
Mercedes Morán,304124
Max Minghella,21426805
Jason Lewis,6301131
Troy Garity,3675072
Christian Stolte,40137776
David Zayas,37694138
Paul McGill,2957978
Jesse Garcia,1689999
Robert Pattinson,209916977
Glenn Plummer,10696
Zak Orth,15464026
Ben Mendelsohn,35233093
Scott Porter,30543320
Julia Garner,2981638
Lucas Bryant,125014030
Nathalie Baye,181798
Sebastian Schipper,59774
Poppy Montgomery,15062898
Noam Jenkins,5108820
George Kennedy,37846756
Barbara Kowalcyk,4417124
Jaleel White,22717758
Natasha Gregson Wagner,995380
Larenz Tate,18614286
Sean Michael Afable,11292499
Gaby Hoffmann,19036846
Barry Watson,28280942
Seamus Davey-Fitzpatrick,8114507
Kerry Cahill,152857
Michael McGlone,9847909
Shane Meadows,18434
Michael Dudikoff,4000000
Larry Bagby,39514713
Catherine Lough Haggquist,5132655
Elaine Cassidy,48645848
Kelly Rowan,30306268
Kick Gurry,43929341
Melinda Dillon,101543799
Julianna Guill,4930798
Todd Allen,33200000
Kate Burton,9366376
Billy Barty,8500000
Shawna Waldron,65000000
Roberts Blossom,18636537
Lauren German,19707297
Rebecca Dayan,23324666
Matt O'Leary,29155470
Anne Bancroft,33734151
Adrienne Barbeau,25244700
Rob Campbell,325491
Indira Varma,5520454
Anthony Hopkins,46977498
Dwayne Johnson,86662113
Patrick St. Esprit,28831145
Alicia Sixtos,1689999
Lynne Thigpen,2025238
Nigel Whitmey,2474000
Janine Turner,84049211
Lori Petty,55761559
Kôji Yakusho,94596
Stevie Wonder,119078393
Jean-Louis Trintignant,225377
Madeline Kahn,111312419
Marcia DeBonis,53021560
Penny Balfour,15131330
Bobb'e J. Thompson,68709880
Jake Richardson,1779284
Ocean James,65069140
Gabrielle Carteris,21370057
Benjamin Fletcher,3713002
Geoffrey Holder,52750000
Ben Davies,34522221
June Foray,120618403
Aisha Tyler,74375565
Jean-Claude Dreyfus,18947630
Laura Brent,104383624
Dennis Quaid,47410424
Noémie Lenoir,78054358
Marc Anthony,16640210
Paul Sanchez,116838464
Zhengyong Zhang,11041228
Minoru Chiaki,269061
Channing Tatum,67507613
Tika Sumpter,72394600
Joaquín Cosio,1391770
Cyril Raffaelli,67859295
Gil Birmingham,134904
Fran Kranz,52691009
Kati Outinen,611709
Nirut Sirichanya,102055
Yuqi Zhang,206678
Max Cullen,399879
Daniel Rindress-Kay,66359959
Jim O'Heir,105943
Laura Spencer,1183354
Pauline McLynn,75078
Amy Madigan,8596914
Sam Lloyd,92969824
Lark Voorhies,13960203
Chandler Canterbury,35557780
Charles S. Dutton,35410704
Mary McCormack,2761342
Bobby Block,267652016
Murray Hamilton,181461188
Sofia Vassilieva,49185998
Kristy Swanson,10430439
Leonard Roberts,139678617
Sung-jun Yoo,72413
Barbara Hershey,68782984
Kayla Raparelli,531806
Marla Gibbs,6026908
Thomas Law,26003149
Hans Weingartner,5400000
Maggie Siff,34912982
Ossie Davis,14545844
Traylor Howard,13493165
Tencho Gyalpo,5532301
Jacki Weaver,28644770
Thomas Lennon,49087101
Ricky Martin,119078393
Tanya Roberts,50300000
Daniel Henney,111249077
Tony Curran,40055827
Wendie Malick,56773989
Qi Shu,12955001
David Huddleston,119500000
Steve Whitmire,57953714
Tony Danza,24475193
Curt Doussett,1111615
Ophelia Lovibond,68218041
Kevin Scott Richardson,3278611
Jesuíta Barbosa,20262
Zach Galligan,76036339
Noam Chomsky,23807
Tamara Taylor,50382128
Madhuri Dixit,3827466
Romeo Miller,47922884
Jim Sturgess,28466123
Mike Colter,100422786
Leon,40852249
Stellan Skarsgård,64148
Aleksey Chadov,1487477
Rowan Isaacson,155984
Patrick Wayne,44726644
Dwight Henry,12784397
Robert Picardo,29189411
Todd Graff,54222000
Simon Baker,4306697
Marv Albert,144431
Dong-gun Jang,2480869
Guang Li,1027749
Bernard Hill,74964869
Taylor Dooley,39177541
Carol Sutton,1987762
CCH Pounder,180145286
Eve Plumb,258113
Christel Khalil,47329
Pat Hingle,18636537
Margo Harshman,11956207
Mia Wasikowska,11252757
Michael Derek,3330
William Zabka,90800000
Lainie Kazan,127228340
Emilia Clarke,72943064
Philip Seymour Hoffman,60748131
Mykel Shannon Jenkins,123777
Phil Davis,10356957
Ryan Donowho,2716933
Adam Trese,12555230
Clea DuVall,41989425
David Sullivan,424760
Eva Bourne,56129
Lesley Manville,3120667
Jennifer Freeman,40066497
Tara Fitzgerald,1865774
Maria Conchita Alonso,22124171
Aryana Engineer,41573740
Debbie Reynolds,36986823
Katharine McPhee,33548896
John de Lancie,8409657
Ron Moody,16800000
Al Roker,124870275
Vondie Curtis-Hall,7017178
Anita Mui,21940201
Nora Arnezeder,12843
La'Princess Jackson,32230907
Pfeifer Brown,22757819
Ethan Suplee,45203194
Maïwenn,3645438
Marisa Saks,32014289
Jon Gunn,85222
Cas Anvar,23860843
Nick Krause,82624961
John F. Kennedy,1134049
Adam Lamberg,42672630
Steven Weber,22326247
Chriss Anglin,7001720
Tom Dreesen,34580635
Ian McDiarmid,263223362
Tara Platt,51872378
David Eigenberg,35228696
Warren Clarke,46700000
Geraldine Chaplin,42469475
Wendi McLendon-Covey,65660056
Carel Struycken,113502246
Rumi Hiiragi,15081783
Colin Salmon,61477113
Don McManus,17791031
Tchéky Karyo,51768019
Phoebe Legere,792966
Richard Burton,46875000
Robin Weigert,2849142
Katherine Helmond,1705139
Alexia Rasmussen,62480
Shane Dawson,35688
Chris Geere,3525161
Edward Fox,22723
Peter Sohn,123070338
Giancarlo Giannini,89463686
Yuria Nara,15081783
Margaret Hamilton,22202612
Shinobu Terajima,22770
M. Emmet Walsh,37499373
David Harbour,25977365
Jean-Marc Barr,74205
Phil Leeds,217631306
Matt Day,212285
Peter Callan,13751
Fred Tatasciore,127706877
Rudy Youngblood,50859889
Ella Wahlestedt,38916903
Debrianna Mansini,39462438
Kimberly Elise,27060192
Sean Maher,25335935
Mariah Carey,33115763
Lauryn Hill,11694528
Joely Richardson,27765370
Emir Kusturica,3517797
Mickey Hart,133778
Ronald Reagan,14359793
Robert Baker,31199215
Jorge Salinas,5383834
Annabella Sciorra,26576641
Adrian Martinez,24086392
Jill St. John,43800000
Ana Gasteyer,3325638
Natalie Press,992238
Glenn Shadix,73326666
Marie Gillain,6109075
Jeremy Owen,37371385
Rex Harrison,72000000
Sessue Hayakawa,27200000
Dwight Yoakam,33776238
D. David Morin,3773863
Christopher Rich,14587732
Leo Howard,150167630
George Brent,2300000
Peter Ustinov,25000000
Martin Donovan,18702080
Herman Koto,484221
Scandar Copti,621240
Susan Gardner,4717455
Mathieu Amalric,55535310
Stephanie Lemelin,35794166
Tempestt Bledsoe,1346741
Nora Zehetner,1320409
Aidan McArdle,1186957
Andrew Lawrence,36696761
Juan Luis Galiardo,1687311
Darwin Shaw,59696176
Edi Gathegi,29627645
Sam Shepard,34828219
Riley Thomas Stewart,30700778
Toni Braxton,1064277
Billy Aaron Brown,35143332
Angela Sarafyan,1984743
Olivier Martinez,14599820
Rebecca Mader,124732962
Eddie Marsan,97008263
Nicholas Bell,35811509
Lukas Haas,42862193
Darryl Hunt,1111
Brian McNamara,53133888
James Lafferty,27689474
Kate Winslet,64263418
Gavin Newsom,99851
Michael Kitchen,59849465
J. Smith-Cameron,18600911
Cheryl Hines,38391867
Konstantin Khabenskiy,1487477
Divine,180483
Dominique McElligott,106106
Darren Healy,9437933
Oliver Platt,48573517
Brittney Powell,2850263
Mari Koda,58006147
Dameon Clarke,2035566
Isabelle Nélisse,71588220
Nargess Mamizadeh,673780
Malcolm Goodwin,31199215
Aria Noelle Curzon,101217900
Kevin McCarthy,2436
Mary Elizabeth Mastrantonio,67166444
Kirk Fox,325491
Eden Riegel,101217900
Luke Newberry,9508673
Cameron Bright,12531500
Karl Yune,57010853
Adriano Giannini,26288320
Lino Facioli,60923325
Lena Olin,27825335
Matthew Macfadyen,12802907
Jess Harnell,292979556
Mojgan Faramarzi,673780
Cathy Moriarty,44883607
Alexander Skarsgård,59332844
Malik Yoba,68856263
Donald Watkins,20389967
Gerry Lopez,2276368
Melissa Sagemiller,3100650
Bob Costas,18642318
Jack McElhone,1340891
Dylan Baker,29944307
Eric Stoltz,28745075
Flea,23140906
Essie Davis,94405710
Simon Yam,49413
Huell Howser,26687172
Matt Long,63752343
Mackenzie Phillips,115000000
A.J. Buckley,32282901
Carla Gallo,75583395
Tulku Jamyang Kunga Tenzin,5532301
Rod Steiger,33481290
Emily Watson,10162839
James Russo,122657924
Jessie T. Usher,30127963
Ronny Dayag,2283276
Judith Godrèche,56876365
Kiran Shah,291709845
Jason Tobin,3799339
John Enos III,46563158
Johanna Braddy,55424943
David Heyman,4142507
Tony Cox,34096761
Meg Crosbie,31990064
Bill Melendez,130174897
Lesley Sharp,45857453
Caitlin FitzGerald,4584
Joanna 'JoJo' Levesque,18595716
Michael O'Neill,109306201
Jane Curtin,71347010
Dash Mihok,11349286
DeWayne Warren,40219708
Matt Hill,42660000
Rebecca Budig,10494494
Lolita Davidovich,8427204
Damián Delgado,886410
Isaac C. Singleton Jr.,7705974
Simon Chandler,2208939
Aden Young,16602971
Rob Huebel,4856930
Khulan Chuluun,5701643
Finola Hughes,3388210
Sebastian Koch,2336345
Collin Kahey,3799339
Daniel von Bargen,47356978
Dominic Flores,6998324
Fred Malatesta,163245
Diahann Carroll,8023047
Harry Styles,28873374
Ronit Elkabetz,2874
Pat Boone,6706368
Polly Noonan,2025238
Kim Delaney,60874615
Nancy Allen,31899000
Max Kerstein,110720
Malika,21160089
Gerardo Taracena,1391770
Sergi López,37623143
Maude Apatow,59668787
Sandra Nelson,13337299
Katy Mixon,33362799
Fred Gwynne,73236010
Lou Saliba,18438149
Jesse Hutch,721
Paprika Steen,1647780
Florian Lukas,4063859
Trey Loney,169719
Louise Brooks,9950
Zubaida Sahar,1127331
Anne Meara,51432423
DJ Pooh,10097096
Eddie Redmayne,37664483
Omari Hardwick,16026275
Sean Lennon,686383
Simon Woods,38372662
Nathan Lane,77394108
Tómas Lemarquis,30688364
Brendan Fehr,20043754
Arben Bajraktaraj,7691700
Martina Gedeck,476270
Julian Fellowes,25842000
Gil Bellows,31607598
Aisha Hinds,21129348
Rory Culkin,35839350
Michael Jordan,54542960
Sean Patrick Thomas,67317769
Samantha Mathis,37881519
Casey Siemaszko,27142610
50 Cent,36174014
Sid Haig,17573934
Bruce Davison,103452253
Bipasha Basu,563699
Keram Malicki-Sánchez,34334256
Hakeem Kae-Kazim,24468690
Josie Loren,25675765
Judd Hirsch,101458424
Gino Salvano,25482931
Isabelle Nanty,16950830
Shelley Waggener,6531491
Hulk Hogan,26906039
Bruno Ganz,5501940
Penelope Wilton,32039763
Elizabeth Stenholt,1711
Sean Young,49608500
Ken Burns,3117666
Will Beinbrink,32003620
Jacob Vargas,35877084
Tania Saulnier,4535117
Stephen Collins,55823737
Sam Claflin,125070451
Patrick Macnee,34143000
Nadine Velazquez,58577883
Leonie Benesch,2222647
Jeff Ament,1293295
Matt Shively,53884821
Brian Thompson,41881585
Loretta Devine,52506034
Evan Jones,116724075
Maurice Roëves,449558
Horatio Sanz,59617068
Paul Dooley,65439099
Edouard Baer,305024
Kip Pardue,1958123
Stanislav Ianevski,17544812
Vanessa Martinez,1997807
Toby Hemingway,23292105
Dane Cook,19740335
Richard Lynch,800000
Khalid Abdalla,15797907
Rakie Ayola,13401683
Gilles Lellouche,183662
Jeremy Irvine,28168265
Laura-Leigh,150368971
Anthony 'Citric' Campos,438653
Emma de Caunes,32553210
Jake Ryan,77501
Kim Dickens,86036384
Eddie Jones,5199
Paige Turco,50126458
Alan Oppenheimer,50771666
John Astin,7888703
David Lyons,71346930
Siobhan Fallon Hogan,94302148
Jamie Blackley,3254172
Bérénice Bejo,50375530
Bono,10353690
Kim Darby,11507825
Alexander Gould,219587717
James Biberi,9018929
Christopher Masterson,68902556
Lily Cole,4378925
Vincent Perez,6543194
Caleb Landry Jones,20588204
Victor Rivers,2483955
Amos Oz,34151
Boris Kodjoe,38651192
Fred Rogers,100328194
Eddie Cibrian,19428801
Caroline Dhavernas,27758465
Arliss Howard,63411478
Piper Laurie,17311
Tyrone Benskin,4001121
Joe Ochman,4091
Archie Kao,7097125
Kyle Gass,19351569
Kate Capshaw,179870271
Romola Garai,5403649
Laurence Olivier,8600000
Traci Lords,33976800
David A.R. White,171988
Peter Onorati,39852
Malese Jow,25200412
Marlon Brando,68339119
Mark Feuerstein,5018450
Camryn Manheim,8535575
Louise Fletcher,39088102
Cameron Monaghan,73723189
Rachel Roberts,26616999
Jordan Lund,60054449
Peter Mensah,80196242
Mark Addy,46023028
Jimi Mistry,3034181
Jenny Agutter,26750802
Raoul Bova,80281096
Michael Imperioli,32412527
Rich Pecci,278821
Eleanor Bron,196067
Josie Ho,4395837
Ellen Ross,2956000
Steve Harvey,39117259
Regi Davis,132122995
Benoît Poelvoorde,6109075
Stephanie Szostak,16842657
Jeannetta Arnette,11533945
Zoë Poledouris,58936
Martin Kove,110671810
Judy Marte,2073984
Mitch Pileggi,35501948
Peter Agnefjall,29233
Richard Portnow,3300230
Kel O'Neill,65087
Mélanie Doutey,181798
John Doman,31306426
Mhairi Calvey,75600000
Kevin Breznahan,40218903
Randall 'Tex' Cobb,79817937
Catherine O'Hara,72708568
Tom Wilkinson,43597392
Collin Alfredo St. Dic,2601847
Jennifer Schwalbach Smith,31452765
Marcell Nagy,195888
Thomas Kretschmann,96803716
Rob Brown,51768623
Ricardo Darín,10694342
David Alan Grier,5951935
Jim Siedow,8025872
F. Murray Abraham,45045389
Sean Pertwee,9344930
Fay Masterson,110536
Alison Chand,2605039
William Butler,19170001
Stephen Root,66551110
Taylor Nichols,2938208
Aitana Sánchez-Gijón,244465
Lee Ingleby,93926386
Sam Reid,4435083
Bob Peck,356784000
Melissa Benoist,18624205
Ashraf Barhom,756452
Jason Gray-Stanford,38916903
Marshall Allman,594904
Gina McKee,1071240
Eva Amurri Martino,14512512
Adrian Pasdar,176781728
Peter Scolari,665426
Omri Katz,39514713
Lynn Redgrave,2486164
Jennifer Tung,16033556
Lars Mikkelsen,145109
Shiri Appleby,14421604
Mustafa Haidari,15797907
Alice Olivia Clarke,19959
Larry Drake,108662
Zahava Solomon,2283276
Dean Dawson,31662
David Margulies,36950281
Dichen Lachman,18595716
Marie Pillet,5792822
Justin Chon,12838548
Mario Van Peebles,16590915
Martin Scorsese,160762022
Shaun Toub,26707927
Jack Warden,22041298
Melissa Roxburgh,130468626
Diedrich Bader,41601623
Luis E. Carazo,5895238
Niecy Nash,119420252
Kirsten Dunst,88049627
Philippe Petit,2957978
Steve Carell,110599525
Lydia Wilson,130468626
Todd Louiso,24792061
Joey Slotnick,43877676
John Larroquette,20521080
Carole Bouquet,81525
Christian Clemenson,31471430
Bruce Spence,50432003
Ted Markland,6482195
Finn Wittrock,115603980
Jim Gaffigan,11738790
Rachel Ticotin,119412921
Kostja Ullmann,95016
Hiam Abbass,37617947
Olivia d'Abo,26400000
Hutch Dano,26161406
